kampus,jarak_km,jenis_tinggal,tipe_tinggal_baku
UBL,4.630639198,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,0.330821916,Kos Sendiri,Kos/Asrama
UBL,7.865911096,Rumah bersama saudara,Rumah Keluarga/Pribadi
UBL,1.235915372,Kos bersama-sama,Kos/Asrama
UBL,0.470414021,Kos bersama-sama,Kos/Asrama
UBL,3.829713536,Rumah bersama saudara,Rumah Keluarga/Pribadi
UBL,8.299326124,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,2.071359041,Rumah bersama saudara,Rumah Keluarga/Pribadi
UBL,0.437019785,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,2.84940882,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,2.646199003,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,4.804276926,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,5.855147394,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,2.740948274,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,5.109739909,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,8.685426981,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,3.966859999,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,4.830051327,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,1.908835058,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,6.047204038,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,5.627484673,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,5.358223661,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,0.287605438,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,4.380956522,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,2.874859528,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,0.140859753,Kos bersama-sama,Kos/Asrama
UBL,0.421196876,Kos Sendiri,Kos/Asrama
UBL,6.083366721,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,5.34813285,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,3.877107583,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,3.887183407,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,0.812566496,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,2.148414624,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,4.54460841,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,2.696499732,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,6.668380151,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,3.662324659,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,2.764536027,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,1.580955442,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,3.039713267,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,2.083620319,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,1.137988281,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,7.93460473,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UBL,1.525156324,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,6.69,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,2.82,Kos Sendiri,Kos/Asrama
ITERA,5.17,Kos Sendiri,Kos/Asrama
ITERA,6.95,Kos Sendiri,Kos/Asrama
ITERA,5.57,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,4.75,Kos Sendiri,Kos/Asrama
ITERA,8.27,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.7,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.77,Kos Sendiri,Kos/Asrama
ITERA,2.08,Kos Sendiri,Kos/Asrama
ITERA,6.63,Kos Sendiri,Kos/Asrama
ITERA,4.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,10.69,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.7,Kos Sendiri,Kos/Asrama
ITERA,6.09,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.92,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.47,Kos Sendiri,Kos/Asrama
ITERA,3.55,Kos bersama-sama,Kos/Asrama
ITERA,6.35,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,1.76,Kos Sendiri,Kos/Asrama
ITERA,5.54,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,1.76,Kos Sendiri,Kos/Asrama
ITERA,10.32,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,10.44,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.03,Kos Sendiri,Kos/Asrama
ITERA,6.39,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,7.93,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,5.03,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.39,Kos Sendiri,Kos/Asrama
ITERA,4.8,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.52,Kos Sendiri,Kos/Asrama
ITERA,3.56,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,4.61,Kos Sendiri,Kos/Asrama
ITERA,4.75,Kos Sendiri,Kos/Asrama
ITERA,5.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,9.63,Kos Sendiri,Kos/Asrama
ITERA,5.4,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,12.19,Kos Sendiri,Kos/Asrama
ITERA,3.81,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,1.78,Kos Sendiri,Kos/Asrama
ITERA,5.46,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.7,Kos Sendiri,Kos/Asrama
ITERA,4.98,Kos Sendiri,Kos/Asrama
ITERA,14.12,Kos bersama-sama,Kos/Asrama
ITERA,8.56,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,35.18,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,7.89,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.91,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,12.41,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.95,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,7.5,Kos Sendiri,Kos/Asrama
ITERA,13.56,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,9.28,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,5.87,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.7,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.5,Kos Sendiri,Kos/Asrama
ITERA,4.04,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,9.79,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,5.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,7.41,Kos bersama-sama,Kos/Asrama
ITERA,3.47,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,3.84,Kos Sendiri,Kos/Asrama
ITERA,3.82,Kos Sendiri,Kos/Asrama
ITERA,2.24,Kos Sendiri,Kos/Asrama
ITERA,5.14,Kos Sendiri,Kos/Asrama
ITERA,3.7,Kos Sendiri,Kos/Asrama
ITERA,3.57,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.72,Kos Sendiri,Kos/Asrama
ITERA,3.65,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.14,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.59,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.76,Kos Sendiri,Kos/Asrama
ITERA,6.83,Kos Sendiri,Kos/Asrama
ITERA,5.01,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.26,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.58,Kos Sendiri,Kos/Asrama
ITERA,5.46,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.89,Kos Sendiri,Kos/Asrama
ITERA,5.23,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,6.34,Kos Sendiri,Kos/Asrama
ITERA,3.7,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.79,Kos Sendiri,Kos/Asrama
ITERA,2.79,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.27,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.7,Kos Sendiri,Kos/Asrama
ITERA,7.9,Kos Sendiri,Kos/Asrama
ITERA,2.76,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,9.41,Kos Sendiri,Kos/Asrama
ITERA,7.07,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,8.19,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.9,Rumah mengontrak pribadi,Rumah Keluarga/Pribadi
ITERA,3.48,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.7,Kos Sendiri,Kos/Asrama
ITERA,3.3,Kos Sendiri,Kos/Asrama
ITERA,2.66,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.73,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.66,Kos Sendiri,Kos/Asrama
ITERA,3.84,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.66,Kos Sendiri,Kos/Asrama
ITERA,5.84,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.78,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.11,Kos Sendiri,Kos/Asrama
ITERA,3.48,Kos Sendiri,Kos/Asrama
ITERA,3.96,Kos Sendiri,Kos/Asrama
ITERA,5.03,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.7,Kos Sendiri,Kos/Asrama
ITERA,4.61,Kos Sendiri,Kos/Asrama
ITERA,2.24,Kos Sendiri,Kos/Asrama
ITERA,4.88,Kos Sendiri,Kos/Asrama
ITERA,4.88,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,4.87,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.03,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.27,Kos Sendiri,Kos/Asrama
ITERA,5.27,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.08,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.34,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.66,Kos Sendiri,Kos/Asrama
ITERA,3.84,Kos Sendiri,Kos/Asrama
ITERA,3.64,Kos Sendiri,Kos/Asrama
ITERA,3.17,Kos Sendiri,Kos/Asrama
ITERA,1.78,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.24,Kos Sendiri,Kos/Asrama
ITERA,3.9,Kos Sendiri,Kos/Asrama
ITERA,5.35,Kos Sendiri,Kos/Asrama
ITERA,2.12,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.7,Kos Sendiri,Kos/Asrama
ITERA,3.77,Kos Sendiri,Kos/Asrama
ITERA,2.79,Kos Sendiri,Kos/Asrama
ITERA,4.93,Kos Sendiri,Kos/Asrama
ITERA,5.11,Kos Sendiri,Kos/Asrama
ITERA,6.95,Kos Sendiri,Kos/Asrama
ITERA,4.75,Kos Sendiri,Kos/Asrama
ITERA,5.5,Kos Sendiri,Kos/Asrama
ITERA,5.52,Kos Sendiri,Kos/Asrama
ITERA,6.68,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.82,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.84,Kos Sendiri,Kos/Asrama
ITERA,3.84,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.84,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.01,Kos Sendiri,Kos/Asrama
ITERA,5.03,Kos Sendiri,Kos/Asrama
ITERA,8.19,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.63,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.75,Kos Sendiri,Kos/Asrama
ITERA,1.85,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.78,Kos Sendiri,Kos/Asrama
ITERA,2.24,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.13,Kos Sendiri,Kos/Asrama
ITERA,5.17,Kos bersama-sama,Kos/Asrama
ITERA,5.52,Kos Sendiri,Kos/Asrama
ITERA,5.68,Kos bersama-sama,Kos/Asrama
ITERA,6.25,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,8.7,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.81,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,6.18,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,4.97,Kos Sendiri,Kos/Asrama
ITERA,5.28,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,2.85,Kos Sendiri,Kos/Asrama
ITERA,3.73,Kos Sendiri,Kos/Asrama
ITERA,3.52,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,14.01,Kos Sendiri,Kos/Asrama
ITERA,8.1,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,5.46,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,5.96,Kos Sendiri,Kos/Asrama
ITERA,5.3,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.11,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.52,Kos Sendiri,Kos/Asrama
ITERA,6.78,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.13,Kos Sendiri,Kos/Asrama
ITERA,2.84,Kos Sendiri,Kos/Asrama
ITERA,6.83,Kos bersama-sama,Kos/Asrama
ITERA,6.13,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,7.04,Kos Sendiri,Kos/Asrama
ITERA,9.74,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,2.91,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,8.18,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.96,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.03,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.64,Kos Sendiri,Kos/Asrama
ITERA,5.61,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,1.78,Kos Sendiri,Kos/Asrama
ITERA,5.53,Kos Sendiri,Kos/Asrama
ITERA,3.77,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.45,Kos Sendiri,Kos/Asrama
ITERA,3.09,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.8,Kos Sendiri,Kos/Asrama
ITERA,5.4,Kos Sendiri,Kos/Asrama
ITERA,3.77,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.77,Kos Sendiri,Kos/Asrama
ITERA,3.77,Kos bersama-sama,Kos/Asrama
ITERA,4.88,Kos bersama-sama,Kos/Asrama
ITERA,7.43,Kos Sendiri,Kos/Asrama
ITERA,11.3,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,1.78,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,5.24,Kos Sendiri,Kos/Asrama
ITERA,4.75,Kos Sendiri,Kos/Asrama
ITERA,6.09,Kos Sendiri,Kos/Asrama
ITERA,4.1,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,5.11,Kos Sendiri,Kos/Asrama
ITERA,6.62,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,7.03,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.7,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,8.5,Kos Sendiri,Kos/Asrama
ITERA,5.66,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,1.78,Kos Sendiri,Kos/Asrama
ITERA,6.05,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,7.65,Kos Sendiri,Kos/Asrama
ITERA,7.68,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,15.57,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,4.88,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,5.82,Kos Sendiri,Kos/Asrama
ITERA,4.47,Kos Sendiri,Kos/Asrama
ITERA,4.61,Kos Sendiri,Kos/Asrama
ITERA,1.91,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.24,Kos Sendiri,Kos/Asrama
ITERA,10.34,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,8.2,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.05,Kos Sendiri,Kos/Asrama
ITERA,3.82,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.83,Kos Sendiri,Kos/Asrama
ITERA,3.48,Kos Sendiri,Kos/Asrama
ITERA,5.02,Kos Sendiri,Kos/Asrama
ITERA,8.28,Kos Sendiri,Kos/Asrama
ITERA,6.07,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,4.98,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,4.98,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.06,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.59,Kos Sendiri,Kos/Asrama
ITERA,6.67,Kos Sendiri,Kos/Asrama
ITERA,5.46,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,7.37,Kos Sendiri,Kos/Asrama
ITERA,6.19,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,8.54,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.84,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,5.4,Kos Sendiri,Kos/Asrama
ITERA,4.07,Kos Sendiri,Kos/Asrama
ITERA,4.14,Kos bersama-sama,Kos/Asrama
ITERA,5.02,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,9.73,Kos Sendiri,Kos/Asrama
ITERA,12.69,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,10.63,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.57,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.66,Kos Sendiri,Kos/Asrama
ITERA,3.7,Kos Sendiri,Kos/Asrama
ITERA,3.7,Kos Sendiri,Kos/Asrama
ITERA,3.7,Kos Sendiri,Kos/Asrama
ITERA,3.74,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,4.79,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.11,Kos Sendiri,Kos/Asrama
ITERA,5.93,Kos Sendiri,Kos/Asrama
ITERA,2.85,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,9.07,Kos Sendiri,Kos/Asrama
ITERA,6.18,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,2.63,Kos Sendiri,Kos/Asrama
ITERA,5.84,Kos Sendiri,Kos/Asrama
ITERA,10.52,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,9.73,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,7.51,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.77,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,4.29,Kos Sendiri,Kos/Asrama
ITERA,4.75,Kos Sendiri,Kos/Asrama
ITERA,6.24,Kos Sendiri,Kos/Asrama
ITERA,5.4,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.77,Kos Sendiri,Kos/Asrama
ITERA,13.31,Kos Sendiri,Kos/Asrama
ITERA,4.87,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,7.95,Kos Sendiri,Kos/Asrama
ITERA,5.4,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,4.96,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,9.89,Kos Sendiri,Kos/Asrama
ITERA,3.68,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,2.78,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.96,Kos Sendiri,Kos/Asrama
ITERA,1.78,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,2.07,Kos Sendiri,Kos/Asrama
ITERA,6.67,Kos Sendiri,Kos/Asrama
ITERA,5.08,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.08,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,5.16,Kos Sendiri,Kos/Asrama
ITERA,8.19,Kos Sendiri,Kos/Asrama
ITERA,9.01,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.7,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,5.99,Kos bersama-sama,Kos/Asrama
ITERA,2.75,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,5.57,Kos Sendiri,Kos/Asrama
ITERA,5.29,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,9.27,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.08,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,2.78,Kos Sendiri,Kos/Asrama
ITERA,2.79,Kos Sendiri,Kos/Asrama
ITERA,2.08,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,2.08,Kos Sendiri,Kos/Asrama
ITERA,5.14,Kos Sendiri,Kos/Asrama
ITERA,3.77,Kos bersama-sama,Kos/Asrama
ITERA,5.8,Kos Sendiri,Kos/Asrama
ITERA,3.52,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,2.78,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.8,Kos Sendiri,Kos/Asrama
ITERA,6.86,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.62,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,4.85,Kos Sendiri,Kos/Asrama
ITERA,2.39,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,6.5,Kos Sendiri,Kos/Asrama
ITERA,2.91,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,2.78,Kos Sendiri,Kos/Asrama
ITERA,3.77,Kos Sendiri,Kos/Asrama
ITERA,4.03,Kos Sendiri,Kos/Asrama
ITERA,5.4,Kos Sendiri,Kos/Asrama
ITERA,3.57,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.24,Kos Sendiri,Kos/Asrama
ITERA,7.13,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.84,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,2.87,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.52,Kos Sendiri,Kos/Asrama
ITERA,4.88,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,4.88,Kos bersama-sama,Kos/Asrama
ITERA,8.19,Kos bersama-sama,Kos/Asrama
ITERA,2.96,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,0.72,Kos Sendiri,Kos/Asrama
ITERA,2.78,Asrama,Kos/Asrama
ITERA,0.72,Kos bersama-sama,Kos/Asrama
ITERA,8.62,Asrama,Kos/Asrama
ITERA,6.73,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.03,Kos Sendiri,Kos/Asrama
ITERA,3.77,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,0.72,Kos Sendiri,Kos/Asrama
ITERA,5.19,Asrama,Kos/Asrama
ITERA,8.62,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.82,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.68,Kos Sendiri,Kos/Asrama
ITERA,1.78,Kos bersama-sama,Kos/Asrama
ITERA,6.99,Kos Sendiri,Kos/Asrama
ITERA,4.75,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,4.75,Kos bersama-sama,Kos/Asrama
ITERA,8.76,Kos bersama-sama,Kos/Asrama
ITERA,6.68,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,1.78,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,6.33,Kos Sendiri,Kos/Asrama
ITERA,2.66,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,10.48,Kos Sendiri,Kos/Asrama
ITERA,3.09,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,7.22,Kos Sendiri,Kos/Asrama
ITERA,4.85,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,2.78,Kos Sendiri,Kos/Asrama
ITERA,5.14,Kos Sendiri,Kos/Asrama
ITERA,5.24,Kos bersama-sama,Kos/Asrama
ITERA,3.03,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.05,Kos bersama-sama,Kos/Asrama
ITERA,1.79,Kos Sendiri,Kos/Asrama
ITERA,2.89,Asrama,Kos/Asrama
ITERA,0.72,Kos Sendiri,Kos/Asrama
ITERA,7.12,Asrama,Kos/Asrama
ITERA,7.04,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.57,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.87,Kos Sendiri,Kos/Asrama
ITERA,7.82,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.57,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,5.29,Kos Sendiri,Kos/Asrama
ITERA,2.78,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.57,Kos Sendiri,Kos/Asrama
ITERA,1.78,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
